node_id,in_degree,out_degree,directed_total_degree,undirected_degree
7630,12,12,24,12
7631,13,13,26,13
7635,21,21,42,21
7636,8,8,16,8
7637,8,8,16,8
7638,13,13,26,13
7639,10,10,20,10
7640,31,31,62,31
7641,51,51,102,51
7648,24,24,48,24
7651,39,39,78,39
7653,13,13,26,13
7654,13,13,26,13
7655,10,10,20,10
7657,12,12,24,12
7658,9,9,18,9
7662,10,10,20,10
7663,30,30,60,30
7665,7,7,14,7
7668,14,14,28,14
7669,9,9,18,9
7673,9,9,18,9
7674,17,17,34,17
7675,9,9,18,9
7679,14,14,28,14
7682,13,13,26,13
7687,25,25,50,25
7692,24,24,48,24
7695,18,18,36,18
7700,38,38,76,38
7701,24,24,48,24
7708,17,17,34,17
7709,5,5,10,5
7711,5,5,10,5
7720,16,16,32,16
7727,10,10,20,10
7728,18,18,36,18
7730,20,20,40,20
7733,24,24,48,24
7736,14,14,28,14
7737,11,11,22,11
7742,16,16,32,16
7743,19,19,38,19
7748,10,10,20,10
7749,11,11,22,11
7753,7,7,14,7
7754,13,13,26,13
7757,14,14,28,14
7761,16,16,32,16
7766,14,14,28,14
7772,5,5,10,5
7774,25,25,50,25
7775,24,24,48,24
7778,19,19,38,19
7781,17,17,34,17
7784,36,36,72,36
7785,7,7,14,7
7786,16,16,32,16
7794,10,10,20,10
7796,10,10,20,10
7797,14,14,28,14
7799,13,13,26,13
7800,23,23,46,23
7802,16,16,32,16
7810,14,14,28,14
7812,14,14,28,14
7815,17,17,34,17
7816,5,5,10,5
7821,19,19,38,19
7826,24,24,48,24
7831,9,9,18,9
7833,7,7,14,7
7838,11,11,22,11
7844,9,9,18,9
7848,22,22,44,22
7863,30,30,60,30
7873,18,18,36,18
7876,12,12,24,12
7888,27,27,54,27
7890,7,7,14,7
7894,8,8,16,8
7904,11,11,22,11
7927,38,38,76,38
7930,13,13,26,13
7931,8,8,16,8
7938,19,19,38,19
7939,14,14,28,14
7941,15,15,30,15
7942,13,13,26,13
7945,19,19,38,19
7947,18,18,36,18
7951,13,13,26,13
7952,13,13,26,13
7953,10,10,20,10
7954,84,84,168,84
7955,50,50,100,50
7956,11,11,22,11
7957,16,16,32,16
7960,17,17,34,17
7962,13,13,26,13
7964,11,11,22,11
7966,23,23,46,23
7968,10,10,20,10
7969,10,10,20,10
7970,27,27,54,27
7973,20,20,40,20
7974,9,9,18,9
7975,11,11,22,11
7977,10,10,20,10
7979,13,13,26,13
7980,11,11,22,11
7981,12,12,24,12
7982,8,8,16,8
7983,9,9,18,9
7985,12,12,24,12
7986,74,74,148,74
7989,16,16,32,16
7990,16,16,32,16
7991,91,91,182,91
7992,12,12,24,12
7993,29,29,58,29
7994,29,29,58,29
7995,4,4,8,4
7997,22,22,44,22
7998,16,16,32,16
7999,22,22,44,22
8000,22,22,44,22
8001,39,39,78,39
8002,12,12,24,12
8003,19,19,38,19
8004,12,12,24,12
8005,70,70,140,70
8006,13,13,26,13
8008,8,8,16,8
8010,8,8,16,8
8012,9,9,18,9
8014,7,7,14,7
8016,22,22,44,22
8018,13,13,26,13
8019,8,8,16,8
8020,6,6,12,6
8021,8,8,16,8
8023,5,5,10,5
8025,33,33,66,33
8029,50,50,100,50
8030,17,17,34,17
8031,21,21,42,21
8032,12,12,24,12
8033,11,11,22,11
8034,8,8,16,8
8038,17,17,34,17
8039,20,20,40,20
8040,9,9,18,9
8044,27,27,54,27
8045,18,18,36,18
8046,11,11,22,11
8047,11,11,22,11
8048,16,16,32,16
8049,13,13,26,13
8051,6,6,12,6
8056,26,26,52,26
8061,12,12,24,12
8062,19,19,38,19
8064,9,9,18,9
8065,11,11,22,11
8066,10,10,20,10
8071,51,51,102,51
8072,8,8,16,8
8077,8,8,16,8
8081,6,6,12,6
8085,8,8,16,8
8092,16,16,32,16
8093,10,10,20,10
8096,40,40,80,40
8099,9,9,18,9
8103,15,15,30,15
8106,7,7,14,7
8120,26,26,52,26
8130,9,9,18,9
8140,12,12,24,12
8160,11,11,22,11
8161,12,12,24,12
8166,7,7,14,7
8169,5,5,10,5
8177,13,13,26,13
8185,21,21,42,21
8186,7,7,14,7
8192,9,9,18,9
8193,8,8,16,8
8194,5,5,10,5
8204,5,5,10,5
8206,16,16,32,16
8212,18,18,36,18
8213,42,42,84,42
8214,12,12,24,12
8215,14,14,28,14
8219,17,17,34,17
8220,26,26,52,26
8221,14,14,28,14
8222,17,17,34,17
8223,45,45,90,45
8224,31,31,62,31
8225,9,9,18,9
8227,18,18,36,18
8228,15,15,30,15
8231,14,14,28,14
8232,12,12,24,12
8236,46,46,92,46
8240,22,22,44,22
8241,17,17,34,17
8243,13,13,26,13
8264,18,18,36,18
8271,5,5,10,5
8280,8,8,16,8
8284,11,11,22,11
8294,43,43,86,43
8308,4,4,8,4
8312,11,11,22,11
8314,9,9,18,9
8315,26,26,52,26
8319,11,11,22,11
8320,13,13,26,13
8322,17,17,34,17
8324,10,10,20,10
8325,7,7,14,7
8326,27,27,54,27
8327,9,9,18,9
8330,26,26,52,26
8335,45,45,90,45
8338,12,12,24,12
8340,18,18,36,18
8341,59,59,118,59
8344,1,1,2,1
8345,9,9,18,9
8350,4,4,8,4
8353,9,9,18,9
8354,48,48,96,48
8358,6,6,12,6
8372,4,4,8,4
8374,29,29,58,29
8376,15,15,30,15
8379,13,13,26,13
8383,11,11,22,11
8391,23,23,46,23
8392,19,19,38,19
8393,32,32,64,32
8403,32,32,64,32
8404,10,10,20,10
8411,11,11,22,11
8413,13,13,26,13
8416,25,25,50,25
8417,13,13,26,13
8421,10,10,20,10
8428,9,9,18,9
8444,6,6,12,6
8452,10,10,20,10
8453,9,9,18,9
8467,17,17,34,17
8469,15,15,30,15
8474,16,16,32,16
8477,7,7,14,7
8478,8,8,16,8
8488,12,12,24,12
8489,4,4,8,4
8494,18,18,36,18
8495,48,48,96,48
8501,5,5,10,5
8512,25,25,50,25
8519,11,11,22,11
8521,27,27,54,27
8527,6,6,12,6
8529,13,13,26,13
8543,8,8,16,8
8546,22,22,44,22
8548,10,10,20,10
8549,20,20,40,20
8556,16,16,32,16
8557,6,6,12,6
8558,12,12,24,12
8559,6,6,12,6
8560,14,14,28,14
8561,8,8,16,8
8565,1,1,2,1
8566,12,12,24,12
8569,10,10,20,10
8579,11,11,22,11
8580,37,37,74,37
8582,4,4,8,4
8583,5,5,10,5
8589,12,12,24,12
8600,9,9,18,9
8602,41,41,82,41
8621,20,20,40,20
8629,6,6,12,6
8644,10,10,20,10
8645,17,17,34,17
8647,20,20,40,20
8648,26,26,52,26
8650,42,42,84,42
8651,31,31,62,31
8655,32,32,64,32
8656,31,31,62,31
8659,13,13,26,13
8663,23,23,46,23
8668,33,33,66,33
8669,25,25,50,25
8670,9,9,18,9
8671,21,21,42,21
8678,21,21,42,21
8682,10,10,20,10
8683,41,41,82,41
8684,17,17,34,17
8685,13,13,26,13
8686,12,12,24,12
8694,44,44,88,44
8695,21,21,42,21
8696,12,12,24,12
8698,13,13,26,13
8699,28,28,56,28
8700,15,15,30,15
8703,11,11,22,11
8704,36,36,72,36
8706,30,30,60,30
8709,10,10,20,10
8710,14,14,28,14
8714,33,33,66,33
8715,14,14,28,14
8723,9,9,18,9
8726,16,16,32,16
8727,7,7,14,7
8732,19,19,38,19
8736,17,17,34,17
8737,40,40,80,40
8740,33,33,66,33
8743,12,12,24,12
8744,13,13,26,13
8745,9,9,18,9
8746,70,70,140,70
8748,12,12,24,12
8751,10,10,20,10
8752,13,13,26,13
8758,12,12,24,12
8760,11,11,22,11
8762,8,8,16,8
8763,21,21,42,21
8767,16,16,32,16
8771,17,17,34,17
8782,4,4,8,4
8810,16,16,32,16
8857,3,3,6,3
8871,10,10,20,10
8878,4,4,8,4
8882,20,20,40,20
8883,29,29,58,29
8884,10,10,20,10
8888,20,20,40,20
8896,11,11,22,11
8908,22,22,44,22
8927,16,16,32,16
8931,22,22,44,22
8938,4,4,8,4
8943,14,14,28,14
8962,26,26,52,26
8974,12,12,24,12
8977,11,11,22,11
8978,16,16,32,16
8979,9,9,18,9
8981,25,25,50,25
8987,13,13,26,13
8999,11,11,22,11
9008,5,5,10,5
9009,26,26,52,26
9013,11,11,22,11
9019,14,14,28,14
9021,11,11,22,11
9024,10,10,20,10
9036,9,9,18,9
9038,36,36,72,36
9044,6,6,12,6
9049,12,12,24,12
9078,10,10,20,10
9079,40,40,80,40
9101,11,11,22,11
9102,12,12,24,12
9110,10,10,20,10
9113,24,24,48,24
9114,18,18,36,18
9121,27,27,54,27
9122,11,11,22,11
9123,11,11,22,11
9124,14,14,28,14
9128,15,15,30,15
9129,6,6,12,6
9130,6,6,12,6
9131,3,3,6,3
9132,8,8,16,8
9134,3,3,6,3
9135,7,7,14,7
9142,10,10,20,10
9153,9,9,18,9
9154,80,80,160,80
9163,10,10,20,10
9164,33,33,66,33
9165,11,11,22,11
9166,16,16,32,16
9167,18,18,36,18
9172,16,16,32,16
9174,25,25,50,25
9175,26,26,52,26
9176,12,12,24,12
9182,16,16,32,16
9183,13,13,26,13
9185,26,26,52,26
9203,14,14,28,14
9216,8,8,16,8
9225,15,15,30,15
9226,10,10,20,10
9228,11,11,22,11
9230,7,7,14,7
9232,18,18,36,18
9233,9,9,18,9
9239,22,22,44,22
9248,8,8,16,8
9251,12,12,24,12
9255,11,11,22,11
9258,11,11,22,11
9260,19,19,38,19
9274,18,18,36,18
9276,13,13,26,13
9281,10,10,20,10
9289,9,9,18,9
9292,27,27,54,27
9293,10,10,20,10
9295,16,16,32,16
9297,9,9,18,9
9298,13,13,26,13
9300,29,29,58,29
9304,21,21,42,21
9307,9,9,18,9
9308,12,12,24,12
9313,14,14,28,14
9327,8,8,16,8
9334,11,11,22,11
9337,25,25,50,25
9339,23,23,46,23
9340,18,18,36,18
9341,82,82,164,82
9343,18,18,36,18
9345,26,26,52,26
9346,30,30,60,30
9347,19,19,38,19
9350,10,10,20,10
9354,15,15,30,15
9355,27,27,54,27
9356,28,28,56,28
9357,13,13,26,13
9358,15,15,30,15
9361,15,15,30,15
9364,10,10,20,10
9366,13,13,26,13
9368,10,10,20,10
9370,14,14,28,14
9375,3,3,6,3
9382,7,7,14,7
9385,9,9,18,9
9386,38,38,76,38
9389,12,12,24,12
9390,10,10,20,10
9395,7,7,14,7
9434,9,9,18,9
9442,5,5,10,5
9448,9,9,18,9
9452,2,2,4,2
9467,6,6,12,6
9472,17,17,34,17
9473,10,10,20,10
9474,18,18,36,18
9475,43,43,86,43
9476,26,26,52,26
9477,17,17,34,17
9485,9,9,18,9
9486,13,13,26,13
9490,5,5,10,5
9500,4,4,8,4
9501,8,8,16,8
9504,36,36,72,36
9510,16,16,32,16
9511,10,10,20,10
9518,5,5,10,5
9524,30,30,60,30
9527,3,3,6,3
9531,29,29,58,29
9533,12,12,24,12
9535,2,2,4,2
9539,64,64,128,64
9548,23,23,46,23
9553,21,21,42,21
9563,59,59,118,59
9579,10,10,20,10
9580,41,41,82,41
9586,9,9,18,9
9587,14,14,28,14
9593,17,17,34,17
9594,35,35,70,35
9616,12,12,24,12
9620,12,12,24,12
9623,15,15,30,15
9641,16,16,32,16
9647,7,7,14,7
9648,13,13,26,13
9649,15,15,30,15
9650,13,13,26,13
9651,10,10,20,10
9752,6,6,12,6
9754,4,4,8,4
9761,9,9,18,9
9766,25,25,50,25
9767,9,9,18,9
9776,24,24,48,24
9799,50,50,100,50
9800,9,9,18,9
9825,25,25,50,25
9832,11,11,22,11
9833,9,9,18,9
9856,20,20,40,20
9861,2,2,4,2
9865,9,9,18,9
9866,8,8,16,8
9883,12,12,24,12
9885,16,16,32,16
9886,15,15,30,15
9888,40,40,80,40
9890,17,17,34,17
9896,16,16,32,16
9901,17,17,34,17
9905,28,28,56,28
9907,10,10,20,10
9908,8,8,16,8
9909,32,32,64,32
9910,32,32,64,32
9917,23,23,46,23
9921,3,3,6,3
9925,24,24,48,24
9933,2,2,4,2
9942,14,14,28,14
9958,18,18,36,18
9959,23,23,46,23
9967,14,14,28,14
9972,8,8,16,8
9981,21,21,42,21
9984,6,6,12,6
9988,11,11,22,11
9997,14,14,28,14
10015,63,63,126,63
10017,18,18,36,18
10018,22,22,44,22
10019,16,16,32,16
10021,11,11,22,11
10028,16,16,32,16
10032,7,7,14,7
10084,13,13,26,13
10111,7,7,14,7
10174,54,54,108,54
10175,29,29,58,29
10177,15,15,30,15
10179,5,5,10,5
10181,23,23,46,23
10183,11,11,22,11
10184,17,17,34,17
10185,14,14,28,14
10186,56,56,112,56
10189,13,13,26,13
10190,12,12,24,12
10193,14,14,28,14
10196,15,15,30,15
10200,13,13,26,13
10201,19,19,38,19
10203,10,10,20,10
10204,13,13,26,13
10210,37,37,74,37
10212,37,37,74,37
10214,19,19,38,19
10227,7,7,14,7
10230,10,10,20,10
10258,8,8,16,8
10267,16,16,32,16
10278,6,6,12,6
10280,7,7,14,7
10281,49,49,98,49
10302,23,23,46,23
10305,20,20,40,20
10316,10,10,20,10
10330,5,5,10,5
10334,24,24,48,24
10336,9,9,18,9
10338,9,9,18,9
10342,10,10,20,10
10345,20,20,40,20
10348,10,10,20,10
10353,7,7,14,7
10354,5,5,10,5
10356,9,9,18,9
10358,20,20,40,20
10359,16,16,32,16
10360,10,10,20,10
10361,10,10,20,10
10363,11,11,22,11
10366,11,11,22,11
10367,19,19,38,19
10374,20,20,40,20
10376,17,17,34,17
10379,13,13,26,13
10384,17,17,34,17
10385,21,21,42,21
10387,12,12,24,12
10388,12,12,24,12
10393,13,13,26,13
10396,27,27,54,27
10397,32,32,64,32
10402,16,16,32,16
10405,16,16,32,16
10406,10,10,20,10
10408,14,14,28,14
10414,19,19,38,19
10415,19,19,38,19
10427,36,36,72,36
10429,10,10,20,10
10434,14,14,28,14
10441,36,36,72,36
10442,21,21,42,21
10443,22,22,44,22
10458,13,13,26,13
10459,8,8,16,8
10474,9,9,18,9
10482,22,22,44,22
10484,7,7,14,7
10487,22,22,44,22
10521,16,16,32,16
10524,12,12,24,12
10532,9,9,18,9
10533,11,11,22,11
10534,25,25,50,25
10557,16,16,32,16
10559,8,8,16,8
10560,4,4,8,4
10574,9,9,18,9
10577,10,10,20,10
10585,29,29,58,29
10590,11,11,22,11
10596,10,10,20,10
10601,14,14,28,14
10603,7,7,14,7
10604,11,11,22,11
10608,13,13,26,13
10609,16,16,32,16
10612,16,16,32,16
10613,13,13,26,13
10615,11,11,22,11
10620,19,19,38,19
10621,8,8,16,8
10641,10,10,20,10
10647,15,15,30,15
10655,15,15,30,15
10660,28,28,56,28
10661,37,37,74,37
10662,36,36,72,36
10663,13,13,26,13
10664,10,10,20,10
10669,11,11,22,11
10670,10,10,20,10
10672,13,13,26,13
10680,36,36,72,36
10689,14,14,28,14
10692,17,17,34,17
10694,8,8,16,8
10707,11,11,22,11
10708,27,27,54,27
10709,12,12,24,12
10716,3,3,6,3
10719,13,13,26,13
10721,23,23,46,23
10733,10,10,20,10
10748,11,11,22,11
10766,19,19,38,19
10797,13,13,26,13
10798,18,18,36,18
10799,20,20,40,20
10803,25,25,50,25
10805,11,11,22,11
10806,23,23,46,23
10815,12,12,24,12
10821,17,17,34,17
10823,23,23,46,23
10824,14,14,28,14
10825,41,41,82,41
10826,23,23,46,23
10827,9,9,18,9
10830,22,22,44,22
10833,74,74,148,74
10840,9,9,18,9
10841,16,16,32,16
10842,44,44,88,44
10843,32,32,64,32
10844,35,35,70,35
10845,27,27,54,27
10847,14,14,28,14
10848,15,15,30,15
10849,48,48,96,48
10855,37,37,74,37
10859,8,8,16,8
10860,18,18,36,18
10862,8,8,16,8
10872,2,2,4,2
10881,5,5,10,5
10884,9,9,18,9
10892,9,9,18,9
10893,16,16,32,16
10894,9,9,18,9
10897,5,5,10,5
10902,3,3,6,3
10903,12,12,24,12
10905,15,15,30,15
10906,10,10,20,10
10913,11,11,22,11
10915,8,8,16,8
10918,14,14,28,14
10920,24,24,48,24
10921,21,21,42,21
10922,25,25,50,25
10927,14,14,28,14
10928,27,27,54,27
10929,13,13,26,13
10930,11,11,22,11
10934,6,6,12,6
10937,25,25,50,25
10939,27,27,54,27
10941,17,17,34,17
10946,13,13,26,13
10949,10,10,20,10
10951,11,11,22,11
10952,11,11,22,11
10953,10,10,20,10
10958,25,25,50,25
10959,46,46,92,46
10960,44,44,88,44
10962,11,11,22,11
10967,8,8,16,8
10972,49,49,98,49
10973,32,32,64,32
10987,17,17,34,17
10988,7,7,14,7
10991,28,28,56,28
10997,9,9,18,9
11006,10,10,20,10
11007,12,12,24,12
11014,4,4,8,4
11015,27,27,54,27
11016,14,14,28,14
11020,15,15,30,15
11028,9,9,18,9
11029,17,17,34,17
11031,13,13,26,13
11032,40,40,80,40
11033,33,33,66,33
11040,11,11,22,11
11041,6,6,12,6
11043,17,17,34,17
11048,11,11,22,11
11049,5,5,10,5
11050,5,5,10,5
11053,15,15,30,15
11055,12,12,24,12
11056,32,32,64,32
11057,32,32,64,32
11059,13,13,26,13
11060,14,14,28,14
11062,13,13,26,13
11063,12,12,24,12
11064,11,11,22,11
11065,14,14,28,14
11066,11,11,22,11
11071,18,18,36,18
11072,14,14,28,14
11073,10,10,20,10
11074,21,21,42,21
11076,10,10,20,10
11077,12,12,24,12
11078,12,12,24,12
11080,5,5,10,5
11083,13,13,26,13
11085,14,14,28,14
11087,5,5,10,5
11099,6,6,12,6
11113,15,15,30,15
11115,5,5,10,5
11117,10,10,20,10
11130,13,13,26,13
11165,12,12,24,12
11172,11,11,22,11
11178,3,3,6,3
11181,10,10,20,10
11190,17,17,34,17
11191,69,69,138,69
11193,6,6,12,6
11194,38,38,76,38
11196,12,12,24,12
11200,9,9,18,9
11201,7,7,14,7
11204,8,8,16,8
11213,4,4,8,4
11214,13,13,26,13
11227,14,14,28,14
11229,6,6,12,6
11230,5,5,10,5
11239,4,4,8,4
11242,8,8,16,8
11243,23,23,46,23
11250,17,17,34,17
11252,11,11,22,11
11261,10,10,20,10
11273,12,12,24,12
11276,16,16,32,16
11279,13,13,26,13
11284,11,11,22,11
11288,10,10,20,10
11297,26,26,52,26
11298,13,13,26,13
11299,34,34,68,34
11309,12,12,24,12
11310,9,9,18,9
11336,9,9,18,9
11340,10,10,20,10
11350,13,13,26,13
11352,5,5,10,5
11353,19,19,38,19
11356,13,13,26,13
11369,7,7,14,7
11370,7,7,14,7
11389,9,9,18,9
11393,8,8,16,8
11394,25,25,50,25
11408,10,10,20,10
11416,11,11,22,11
11423,7,7,14,7
11430,5,5,10,5
11438,9,9,18,9
11445,20,20,40,20
11446,16,16,32,16
11453,13,13,26,13
11454,7,7,14,7
11488,13,13,26,13
11494,4,4,8,4
11496,24,24,48,24
11526,9,9,18,9
11531,14,14,28,14
11547,7,7,14,7
11564,36,36,72,36
11569,22,22,44,22
11584,12,12,24,12
11592,41,41,82,41
11598,19,19,38,19
11607,10,10,20,10
11614,9,9,18,9
11615,17,17,34,17
11620,11,11,22,11
11623,8,8,16,8
11625,7,7,14,7
11628,15,15,30,15
11631,24,24,48,24
11634,11,11,22,11
11636,9,9,18,9
11648,3,3,6,3
11666,81,81,162,81
11667,14,14,28,14
11669,30,30,60,30
11670,10,10,20,10
11671,13,13,26,13
11680,3,3,6,3
11686,24,24,48,24
11694,9,9,18,9
11698,13,13,26,13
11704,13,13,26,13
11708,13,13,26,13
11709,10,10,20,10
11710,10,10,20,10
11711,21,21,42,21
11713,19,19,38,19
11715,39,39,78,39
11716,9,9,18,9
11717,21,21,42,21
11744,19,19,38,19
11745,15,15,30,15
11754,13,13,26,13
11785,18,18,36,18
11786,14,14,28,14
11812,40,40,80,40
11813,28,28,56,28
11825,6,6,12,6
11827,9,9,18,9
11864,9,9,18,9
11890,12,12,24,12
11922,3,3,6,3
11928,12,12,24,12
11934,6,6,12,6
11938,38,38,76,38
11951,5,5,10,5
11952,14,14,28,14
11968,6,6,12,6
11975,17,17,34,17
11981,16,16,32,16
11985,11,11,22,11
11991,5,5,10,5
12012,17,17,34,17
12015,3,3,6,3
12020,22,22,44,22
12047,9,9,18,9
12048,14,14,28,14
12065,10,10,20,10
12076,6,6,12,6
12077,14,14,28,14
12082,9,9,18,9
12084,8,8,16,8
12090,6,6,12,6
12095,11,11,22,11
12102,14,14,28,14
12103,10,10,20,10
12104,10,10,20,10
12106,13,13,26,13
12110,15,15,30,15
12115,11,11,22,11
12116,18,18,36,18
12124,8,8,16,8
12128,10,10,20,10
12136,8,8,16,8
12148,22,22,44,22
12151,10,10,20,10
12155,10,10,20,10
12164,12,12,24,12
12165,12,12,24,12
12169,7,7,14,7
12174,17,17,34,17
12178,10,10,20,10
12180,11,11,22,11
12195,12,12,24,12
12200,9,9,18,9
12202,27,27,54,27
12255,13,13,26,13
12259,14,14,28,14
12263,12,12,24,12
12264,17,17,34,17
12268,9,9,18,9
12277,10,10,20,10
12281,9,9,18,9
12287,7,7,14,7
12290,12,12,24,12
12291,13,13,26,13
12292,14,14,28,14
12293,9,9,18,9
12294,14,14,28,14
12307,8,8,16,8
12318,14,14,28,14
12321,9,9,18,9
12323,13,13,26,13
12325,63,63,126,63
12326,13,13,26,13
12327,18,18,36,18
12329,14,14,28,14
12330,14,14,28,14
12331,11,11,22,11
12334,12,12,24,12
12335,10,10,20,10
12339,12,12,24,12
12347,21,21,42,21
12350,30,30,60,30
12354,4,4,8,4
12363,13,13,26,13
12370,10,10,20,10
12397,6,6,12,6
12401,11,11,22,11
12403,3,3,6,3
12409,25,25,50,25
12413,10,10,20,10
12415,19,19,38,19
12416,10,10,20,10
12421,5,5,10,5
12422,6,6,12,6
12423,13,13,26,13
12427,9,9,18,9
12432,11,11,22,11
12434,10,10,20,10
12436,5,5,10,5
12437,5,5,10,5
12446,11,11,22,11
12447,15,15,30,15
12450,14,14,28,14
12456,9,9,18,9
12471,20,20,40,20
12472,8,8,16,8
12473,11,11,22,11
12474,5,5,10,5
12476,4,4,8,4
12482,8,8,16,8
12491,15,15,30,15
12509,7,7,14,7
12538,7,7,14,7
12542,7,7,14,7
12559,15,15,30,15
12560,14,14,28,14
12561,6,6,12,6
12562,16,16,32,16
12575,9,9,18,9
12587,6,6,12,6
12593,11,11,22,11
12606,12,12,24,12
12607,10,10,20,10
12608,15,15,30,15
12641,16,16,32,16
12650,11,11,22,11
12653,8,8,16,8
12664,12,12,24,12
12665,6,6,12,6
12668,11,11,22,11
12674,9,9,18,9
12675,9,9,18,9
12676,8,8,16,8
12687,27,27,54,27
12691,12,12,24,12
12695,10,10,20,10
12701,8,8,16,8
12708,11,11,22,11
12736,8,8,16,8
12747,11,11,22,11
12757,10,10,20,10
12765,38,38,76,38
12770,10,10,20,10
12781,6,6,12,6
12786,14,14,28,14
12800,43,43,86,43
12844,5,5,10,5
12866,10,10,20,10
12896,7,7,14,7
12908,12,12,24,12
12944,19,19,38,19
12945,8,8,16,8
12951,13,13,26,13
12952,23,23,46,23
12962,9,9,18,9
12967,17,17,34,17
12971,18,18,36,18
12973,15,15,30,15
12993,8,8,16,8
12999,5,5,10,5
13001,13,13,26,13
13002,27,27,54,27
13008,10,10,20,10
13022,8,8,16,8
13028,16,16,32,16
13059,9,9,18,9
13070,10,10,20,10
13071,10,10,20,10
13093,16,16,32,16
13095,49,49,98,49
13104,10,10,20,10
13109,11,11,22,11
13111,10,10,20,10
13113,7,7,14,7
13116,8,8,16,8
13127,8,8,16,8
13128,35,35,70,35
13131,10,10,20,10
13132,10,10,20,10
13134,20,20,40,20
13139,8,8,16,8
13143,8,8,16,8
13147,10,10,20,10
13150,11,11,22,11
13154,22,22,44,22
13156,26,26,52,26
13157,11,11,22,11
13160,27,27,54,27
13161,8,8,16,8
13162,9,9,18,9
13165,9,9,18,9
13168,24,24,48,24
13174,2,2,4,2
13175,2,2,4,2
13178,14,14,28,14
13194,9,9,18,9
13197,21,21,42,21
13198,11,11,22,11
13200,43,43,86,43
13201,45,45,90,45
13202,65,65,130,65
13203,12,12,24,12
13205,25,25,50,25
13206,10,10,20,10
13207,10,10,20,10
13208,12,12,24,12
13216,10,10,20,10
13220,16,16,32,16
13226,8,8,16,8
13239,5,5,10,5
13256,16,16,32,16
13266,2,2,4,2
13267,3,3,6,3
13289,12,12,24,12
13303,2,2,4,2
13346,8,8,16,8
13396,1,1,2,1
13404,10,10,20,10
13405,12,12,24,12
13408,8,8,16,8
13410,17,17,34,17
13413,11,11,22,11
13414,20,20,40,20
13415,14,14,28,14
13418,4,4,8,4
13419,5,5,10,5
13421,12,12,24,12
13422,12,12,24,12
13423,5,5,10,5
13424,31,31,62,31
13427,15,15,30,15
13432,14,14,28,14
13486,2,2,4,2
13559,6,6,12,6
13568,7,7,14,7
13569,14,14,28,14
13571,17,17,34,17
13572,18,18,36,18
13578,5,5,10,5
13583,36,36,72,36
13584,33,33,66,33
13633,12,12,24,12
13634,1,1,2,1
13635,3,3,6,3
13637,4,4,8,4
13640,13,13,26,13
13658,10,10,20,10
13661,4,4,8,4
13665,9,9,18,9
13666,5,5,10,5
13683,14,14,28,14
13685,12,12,24,12
13703,6,6,12,6
13707,12,12,24,12
13724,28,28,56,28
13736,16,16,32,16
13737,22,22,44,22
13744,6,6,12,6
13745,14,14,28,14
13746,5,5,10,5
13747,5,5,10,5
13748,5,5,10,5
13753,14,14,28,14
13756,8,8,16,8
13766,10,10,20,10
13768,11,11,22,11
13772,13,13,26,13
13773,8,8,16,8
13778,18,18,36,18
13796,15,15,30,15
13800,11,11,22,11
13812,14,14,28,14
13820,7,7,14,7
13822,24,24,48,24
13836,11,11,22,11
13883,7,7,14,7
13884,2,2,4,2
13922,10,10,20,10
13923,13,13,26,13
13928,11,11,22,11
13929,10,10,20,10
13930,9,9,18,9
13967,64,64,128,64
13969,27,27,54,27
13970,6,6,12,6
13971,29,29,58,29
13972,23,23,46,23
13973,24,24,48,24
13974,11,11,22,11
13975,11,11,22,11
13976,17,17,34,17
13979,18,18,36,18
13981,34,34,68,34
13983,11,11,22,11
13984,22,22,44,22
13985,13,13,26,13
13987,2,2,4,2
14005,15,15,30,15
14029,21,21,42,21
14033,12,12,24,12
14034,15,15,30,15
14035,9,9,18,9
14036,16,16,32,16
14039,30,30,60,30
14043,9,9,18,9
14051,12,12,24,12
14052,6,6,12,6
14055,10,10,20,10
14057,9,9,18,9
14063,10,10,20,10
14065,8,8,16,8
14067,10,10,20,10
14074,16,16,32,16
14115,3,3,6,3
14126,16,16,32,16
14128,11,11,22,11
14141,9,9,18,9
14144,15,15,30,15
14145,19,19,38,19
14147,11,11,22,11
14152,8,8,16,8
14156,6,6,12,6
14157,6,6,12,6
14159,11,11,22,11
14161,21,21,42,21
14165,21,21,42,21
14170,8,8,16,8
14171,5,5,10,5
14173,13,13,26,13
14175,28,28,56,28
14178,8,8,16,8
14203,11,11,22,11
14217,14,14,28,14
14219,28,28,56,28
14222,9,9,18,9
14228,5,5,10,5
14231,9,9,18,9
14232,6,6,12,6
14235,11,11,22,11
14241,40,40,80,40
14255,8,8,16,8
14262,9,9,18,9
14268,20,20,40,20
14273,7,7,14,7
14275,6,6,12,6
14276,16,16,32,16
14287,8,8,16,8
14296,8,8,16,8
14301,7,7,14,7
14309,16,16,32,16
14334,9,9,18,9
14338,3,3,6,3
14341,11,11,22,11
14346,9,9,18,9
14355,8,8,16,8
14361,11,11,22,11
14376,9,9,18,9
14379,29,29,58,29
14381,38,38,76,38
14384,11,11,22,11
14402,41,41,82,41
14415,13,13,26,13
14420,8,8,16,8
14427,16,16,32,16
14428,13,13,26,13
14434,10,10,20,10
14446,13,13,26,13
14485,11,11,22,11
14486,12,12,24,12
14506,7,7,14,7
14551,11,11,22,11
14557,9,9,18,9
14568,19,19,38,19
14571,9,9,18,9
14577,6,6,12,6
14580,10,10,20,10
14582,12,12,24,12
14594,11,11,22,11
